err,pred
0.000824504648335278,0.0
2.8450103854993358e-05,0.0
0.00010241584095638245,0.0
0.00020892583415843546,0.0
3.7030287785455585e-05,0.0
0.0005039119860157371,0.0
0.00018370378529652953,0.0
0.0002278089232277125,0.0
9.371377382194623e-05,0.0
3.7030287785455585e-05,0.0
0.00037288593011908233,0.0
0.00037288593011908233,0.0
0.0001309553481405601,0.0
8.552832150598988e-05,0.0
3.7030287785455585e-05,0.0
0.00018370378529652953,0.0
0.000824504648335278,0.0
0.00037288593011908233,0.0
0.0007262290455400944,0.0
0.00010241584095638245,0.0
3.7030287785455585e-05,0.0
8.552832150598988e-05,0.0
0.00037288593011908233,0.0
0.0003046069759875536,0.0
0.00027723878156393766,0.0
3.7030287785455585e-05,0.0
0.0012960167368873954,0.0
1.2329581295489334e-05,0.0
2.8450103854993358e-05,0.0
0.00014199558063410223,0.0
1.2329581295489334e-05,0.0
3.7030287785455585e-05,0.0
0.00018370378529652953,0.0
0.0001309553481405601,0.0
0.00020835256145801395,0.0
0.00032311768154613674,0.0
0.00010241584095638245,0.0
0.0004822052433155477,0.0
0.0007262290455400944,0.0
0.0007262290455400944,0.0
0.0007262290455400944,0.0
1.2329581295489334e-05,0.0
9.371377382194623e-05,0.0
0.0016491635469719768,0.0
0.00020835256145801395,0.0
0.00010241584095638245,0.0
8.552832150598988e-05,0.0
1.2329581295489334e-05,0.0
0.00018370378529652953,0.0
0.0006858169799670577,0.0
2.8450103854993358e-05,0.0
3.7030287785455585e-05,0.0
0.0013325985055416822,0.0
2.8450103854993358e-05,0.0
0.0006327011506073177,0.0
3.7030287785455585e-05,0.0
9.371377382194623e-05,0.0
0.0004864956717938185,0.0
2.8450103854993358e-05,0.0
0.00037288593011908233,0.0
0.00018370378529652953,0.0
8.552832150598988e-05,0.0
0.0006327011506073177,0.0
1.2329581295489334e-05,0.0
0.00018370378529652953,0.0
0.00020892583415843546,0.0
2.8450103854993358e-05,0.0
0.00020835256145801395,0.0
8.552832150598988e-05,0.0
0.00020835256145801395,0.0
0.0007262290455400944,0.0
9.73466012510471e-05,0.0
3.7030287785455585e-05,0.0
0.00010241584095638245,0.0
0.00037288593011908233,0.0
0.00020835256145801395,0.0
1.2329581295489334e-05,0.0
0.000824504648335278,0.0
0.0006327011506073177,0.0
1.2329581295489334e-05,0.0
0.0005413449835032225,0.0
1.2329581295489334e-05,0.0
0.00010241584095638245,0.0
8.552832150598988e-05,0.0
0.000824504648335278,0.0
3.7030287785455585e-05,0.0
8.552832150598988e-05,0.0
0.0003274872142355889,0.0
1.2329581295489334e-05,0.0
0.0006858169799670577,0.0
0.0001309553481405601,0.0
9.371377382194623e-05,0.0
0.00020835256145801395,0.0
0.00035470532020553946,0.0
0.00037288593011908233,0.0
2.8450103854993358e-05,0.0
3.7030287785455585e-05,0.0
0.00010241584095638245,0.0
1.2329581295489334e-05,0.0
0.00018370378529652953,0.0
8.552832150598988e-05,0.0
8.552832150598988e-05,0.0
1.2329581295489334e-05,0.0
0.00035470532020553946,0.0
0.00010241584095638245,0.0
2.8450103854993358e-05,0.0
0.00010241584095638245,0.0
0.0004864956717938185,0.0
2.8450103854993358e-05,0.0
8.552832150598988e-05,0.0
0.0003046069759875536,0.0
0.0002906475856434554,0.0
0.0007262290455400944,0.0
2.8450103854993358e-05,0.0
0.0006327011506073177,0.0
3.7030287785455585e-05,0.0
0.00027723878156393766,0.0
8.552832150598988e-05,0.0
